key,summary,issue_type,status,status_category,station_count,go_live_date,marketing_status
"T4PO-1113","2st - Go Green Boynton Beach","New Customer v2","Done","Done",2,"2024-12-02",""
"T4PO-1114","6st - LeatherMaster Cleaners","New Customer v2","Done","Done",6,"2025-01-23",""
"T4PO-1115","4st - Rome Cleaners","New Customer v2","Done","Done",4,"2025-01-09",""
"T4PO-1116","2st - Tweed's Add on Haverford Store (Work Required)","New Customer v2","Cancelled","Done",2,"",""
"T4PO-1117","10st - Dale Cleaners","New Customer v2","Done","Done",10,"2024-12-18",""
"T4PO-1118","st - ","New Customer v2","Cancelled","Done","","",""
"T4PO-1119","2st - Jeni's Cleaners","New Customer v2","Done","Done",2,"2026-03-04",""
"T4PO-1120","2st - European Cleaners Add On 2 st (Work Required)","New Customer v2","Done","Done",2,"2024-12-09",""
"T4PO-1122","1st - Bay Eco Cleaners","New Customer v2","Cancelled","Done",1,"",""
"T4PO-1123","1st - Titan Cleaners","New Customer v2","Done","Done",1,"2025-02-04",""
"T4PO-1124","4st - Premier Cleaners","New Customer v2","Done","Done",4,"2026-04-09",""
"T4PO-1125","3st - Brunson Laundry & Cleaners","New Customer v2","Done","Done",3,"2025-01-24",""
"T4PO-1126","2st - River Run Cleaners","New Customer v2","Done","Done",2,"2025-01-15",""
"T4PO-1127","1st - John St. Cleaners","New Customer v2","Done","Done",1,"2025-01-02",""
"T4PO-1128","1st - Waters Cleaners","New Customer v2","Done","Done",1,"2025-02-12",""
"T4PO-1129","3st - Long Cleaners","New Customer v2","Cancelled","Done",3,"",""
"T4PO-1130","3st - Quality Cleaners Thunder Bay","New Customer v2","Done","Done",3,"2025-01-20",""
"T4PO-1131","5st - Fashion Fresh Cleaners","New Customer v2","Done","Done",5,"2025-01-20",""
"T4PO-1132","2st - Premier Dry Cleaning","New Customer v2","Done","Done",2,"2025-02-03",""
"T4PO-1133","3st - WNC Laundry","New Customer v2","Done","Done",3,"2025-01-13",""
"T4PO-1134","6st - Brite Touch Add On - Cleantouch","New Customer v2","Done","Done",6,"2025-01-13",""
"T4PO-1135","1st - Go Green Dry Cleaners North Palm Beach","New Customer v2","Done","Done",1,"2025-06-20",""
"T4PO-1136","1st - Good Ol' Cleaners","New Customer v2","Done","Done",1,"2025-01-27",""
"T4PO-1137","14st - Great American Cleaners","New Customer v2","Done","Done",14,"2025-05-12",""
"T4PO-1138","1st - Good Cleaners","New Customer v2","Done","Done",1,"2025-01-28",""
"T4PO-1139","2st - Hi-Tech Cleaners","New Customer v2","Done","Done",2,"2025-01-30",""
"T4PO-1140","4st - Crescent Cleaners","New Customer v2","Cancelled","Done",4,"2026-12-31",""
"T4PO-1141","2st - Press Club Dry Cleaners","New Customer v2","Done","Done",2,"2025-03-03",""
"T4PO-1142","4st - Scott Oak Cleaners","New Customer v2","Done","Done",4,"2025-01-30",""
"T4PO-1143","2st - Touch of Class","New Customer v2","Done","Done",2,"2025-03-11",""
"T4PO-1144","2st - Professional Dry Cleaners","New Customer v2","Done","Done",2,"2025-02-03",""
"T4PO-1145","1st - Cinderella Drycleaners (AU)","New Customer v2","Done","Done",1,"2025-04-16",""
"T4PO-1147","2st - Go Green Dry Cleaners","New Customer v2","Done","Done",2,"2025-01-31",""
"T4PO-1148","11st - Dryeco","New Customer v2","Done","Done",11,"2025-03-03",""
"T4PO-1149","1st - Ulladulla Dry Cleaning (AU)","New Customer v2","Cancelled","Done",1,"",""
"T4PO-1150","4st - La Nuova","New Customer v2","Done","Done",4,"2025-02-26",""
"T4PO-1151","3st - La Cienega","New Customer v2","Done","Done",3,"2025-02-03",""
"T4PO-1152","1st - Bien Three Cleaners","New Customer v2","Cancelled","Done",1,"",""
"T4PO-1153","3st - Mandurah City Dry Cleaning & Laundrymat","New Customer v2","Cancelled","Done",3,"2025-03-10",""
"T4PO-1154","2st - Park Avenue Cleaners","New Customer v2","Done","Done",2,"2025-01-17",""
"T4PO-1155","1st - Lucky Cleaners","New Customer v2","Done","Done",1,"2025-02-04",""
"T4PO-1156","7st - George Torpe Inc","New Customer v2","Done","Done",7,"2025-05-09",""
"T4PO-1157","10st - Mint Cleaners","New Customer v2","Done","Done",10,"2025-03-10",""
"T4PO-1158","11st - Courtesy Cleaners","New Customer v2","Done","Done",11,"2025-03-13",""
"T4PO-1159","2st - Go Green Dry Cleaners Brewster","New Customer v2","Done","Done",2,"2025-03-31",""
"T4PO-1160","5st - Pride Cleaners / King Street Cleaners","New Customer v2","Done","Done",5,"2025-07-21",""
"T4PO-1161","5st - Virginia Park Add On (Brands: Dapper & Classic)","New Customer v2","Done","Done",5,"2025-04-16",""
"T4PO-1162","15st - White Specialty Dry Cleaners","New Customer v2","Done","Done",15,"2025-11-22",""
"T4PO-1163","0st - OLD Dapper Cleaners (merged with another jira)","New Customer v2","Cancelled","Done",0,"",""
"T4PO-1164","26st - Byens Rens","New Customer v2","Done","Done",26,"2025-05-01",""
"T4PO-1165","1st - Bubbles Laundry","New Customer v2","Done","Done",1,"2025-03-20",""
"T4PO-1166","14st - Conroe Super Dry Clean","New Customer v2","Done","Done",14,"2025-03-19",""
"T4PO-1167","2st - OHM Cleaners","New Customer v2","Done","Done",2,"2025-04-16",""
"T4PO-1168","9st - Venetian Cleaners","New Customer v2","Done","Done",9,"2025-04-11",""
"T4PO-1169","13st - Marks Quality Cleaners","New Customer v2","Done","Done",13,"2025-04-10",""
"T4PO-1170","1st - Tweed's Dry Cleaning","New Customer v2","Done","Done",1,"2025-02-19",""
"T4PO-1171","2st - One Stop Cleaners","New Customer v2","Done","Done",2,"2025-02-28",""
"T4PO-1172","5st - Kite's Cleaners","New Customer v2","Done","Done",5,"2025-03-10",""
"T4PO-1173","4st - Clean-Clean Dry Cleaners","New Customer v2","Done","Done",4,"2025-04-09",""
"T4PO-1174","6st - Melbury Dry Cleaners","New Customer v2","Done","Done",6,"2025-04-01",""
"T4PO-1175","5st - Chase Dry Cleaning","New Customer v2","Done","Done",5,"2025-07-01",""
"T4PO-1176","12st - City Central Laundry","New Customer v2","Done","Done",12,"2020-01-01",""
"T4PO-1177","5st - Stuckey's Laundry & Dry Cleaner","New Customer v2","Done","Done",5,"2025-03-17",""
"T4PO-1178","2st - Lewis Cleaners","New Customer v2","Cancelled","Done",2,"2025-06-22",""
"T4PO-1179","2st - Valley Cleaners and Laundry Services","New Customer v2","Done","Done",2,"2025-04-14",""
"T4PO-1180","3st - Quick & Clean","New Customer v2","Done","Done",3,"2025-05-01",""
"T4PO-1181","1st - Good Ol' Cleaners Add On","New Customer v2","Done","Done",1,"2025-03-24",""
"T4PO-1182","0st - UPTON Dry Cleaners","New Customer v2","Done","Done",0,"",""
"T4PO-1183","2st - Shipyard Cleaners","New Customer v2","Cancelled","Done",2,"",""
"T4PO-1184","4st - Super Cleaners","New Customer v2","Done","Done",4,"2025-03-24",""
"T4PO-1185","1st - J's Laundromat","New Customer v2","Done","Done",1,"2026-01-21",""
"T4PO-1186","2st - Lilian's Laundromat","New Customer v2","Cancelled","Done",2,"",""
"T4PO-1187","1st - Nettoyeur Plissimo","New Customer v2","Done","Done",1,"2025-04-01",""
"T4PO-1188","9st - Brookside Cleaners","New Customer v2","Done","Done",9,"2025-07-14",""
"T4PO-1189","1st - The Ironing Paradise","New Customer v2","Done","Done",1,"2025-05-07",""
"T4PO-1190","37st - Net Express","New Customer v2","Done","Done",37,"2025-06-15",""
"T4PO-1191","9st - Bay State Linen (2nd phase) ","New Customer v2","Done","Done",9,"2025-08-04",""
"T4PO-1192","2st - NYC Cleaners Express","New Customer v2","Cancelled","Done",2,"",""
"T4PO-1193","1st - Green Heaven Cleaners","New Customer v2","Cancelled","Done",1,"",""
"T4PO-1194","3st - Cypress Creek Cleaners (Good Ol' Cleaners) - Cypress Creek & Tip Top Add On","New Customer v2","Done","Done",3,"2025-08-01",""
"T4PO-1195","6st - Parkwoods Cleaners","New Customer v2","PM Assigned","In Progress",6,"",""
"T4PO-1196","10st - Quality Plus Cleaners","New Customer v2","Done","Done",10,"2025-05-19",""
"T4PO-1197","1st - Mark's Cleaners","New Customer v2","Done","Done",1,"2025-04-21",""
"T4PO-1198","3st - Shelton Family Cleaners","New Customer v2","Done","Done",3,"2025-04-30",""
"T4PO-1199","2st - KD Cleaners","New Customer v2","Done","Done",2,"2025-04-14",""
"T4PO-1200","16st - Waters Dry Cleaning & Laundry","New Customer v2","Done","Done",18,"2025-07-09",""
"T4PO-1201","9st - Hardy's Quality Cleaners","New Customer v2","Done","Done",9,"2025-06-05",""
"T4PO-1202","2st - Plumer Road Laundry","New Customer v2","Done","Done",2,"2025-06-02",""
"T4PO-1203","3st - Sun City Cleaners","New Customer v2","Done","Done",3,"2025-04-26",""
"T4PO-1204","2st - Plumer Road Laundry","New Customer v2","Cancelled","Done",2,"",""
"T4PO-1205","2st - Citadel Dry Cleaning & Laundry","New Customer v2","Done","Done",2,"2025-08-12",""
"T4PO-1206","4st - EcoClean Austin - Add On","New Customer v2","Done","Done",4,"2025-07-01",""
"T4PO-1207","1st - Cross Creek Cleaners","New Customer v2","Done","Done",1,"2025-05-27",""
"T4PO-1208","1st - KB Masters Cleaners - Add On ","New Customer v2","Done","Done",1,"2025-08-01",""
"T4PO-1209","4st - Cypress Creek Cleaners & Tip Top Cleaners - Add On","New Customer v2","Cancelled","Done",2,"",""
"T4PO-1210","2st - Meurice - Add On","New Customer v2","Done","Done",2,"2025-12-06",""
"T4PO-1211","13st - Quality Plus Cleaners - Add On","New Customer v2","Done","Done",13,"2025-06-02",""
"T4PO-1212","2st - Idaho Dry Cleaning Company","New Customer v2","Done","Done",2,"2025-07-08",""
"T4PO-1213","4st - Gulf City Cleaners","New Customer v2","Cancelled","Done",4,"",""
"T4PO-1214","16st - Page The Cleaner","New Customer v2","Done","Done",16,"2025-10-01",""
"T4PO-1215","7st - Quality Plus - Add On","New Customer v2","Done","Done",7,"2025-06-12",""
"T4PO-1216","2st - Fabric Care Center - Add On ","New Customer v2","Done","Done",2,"2025-05-30",""
"T4PO-1217","3st - The Speedy Bubble","New Customer v2","Done","Done",3,"2025-07-08",""
"T4PO-1218","8st - Bay State Linen - 1st phase","New Customer v2","Done","Done",8,"2025-05-02",""
"T4PO-1219","1st - White Swan Cleaners - Add On ","New Customer v2","Done","Done",1,"2025-06-10",""
"T4PO-1220","1st - White Swan Cleaners","New Customer v2","Cancelled","Done",1,"",""
"T4PO-1221","1st - Spin Cycle Laundrette","New Customer v2","Done","Done",1,"",""
"T4PO-1222","1st - Lindeman's Cleaning (Work Required)","New Customer v2","Done","Done",1,"2025-06-09",""
"T4PO-1223","3st - Your Neighborhood Drycleaners","New Customer v2","Done","Done",3,"2025-08-01",""
"T4PO-1224","3st - Hill Park Cleaners","New Customer v2","Cancelled","Done",3,"",""
"T4PO-1225","2st - Melrose Cleaners","New Customer v2","Done","Done",2,"2025-07-22",""
"T4PO-1226","2st - Al's Cleaners","New Customer v2","Done","Done",2,"2025-09-02",""
"T4PO-1227","1st - Arnolds Professional Garment Care","New Customer v2","Done","Done",1,"2025-06-19",""
"T4PO-1228","1st - Johnnies Cleaners (Solutions Cleaners)","New Customer v2","Done","Done",1,"2025-07-15",""
"T4PO-1229","2st - Tik Tok Cleaners","New Customer v2","Done","Done",2,"2025-06-25",""
"T4PO-1230","4st - Ardsley Park Dry Cleaners","New Customer v2","Done","Done",4,"2025-06-30",""
"T4PO-1231","2st - Corte Madera Cleaners","New Customer v2","Done","Done",2,"2025-06-28",""
"T4PO-1232","1st - Your Laundry Room","New Customer v2","Done","Done",1,"2025-07-01",""
"T4PO-1233","6st - New Canaan Cleaners ","New Customer v2","Done","Done",6,"2025-08-04",""
"T4PO-1234","5st - ZER-O-WASH","New Customer v2","Done","Done",5,"2025-12-01",""
"T4PO-1235","1st - Upper Gully Dry Cleaners","New Customer v2","Done","Done",1,"2025-07-07",""
"T4PO-1236","3st - Parkway Cleaner","New Customer v2","Done","Done",3,"2025-07-24",""
"T4PO-1237","4st - West Boulevard Cleaners","New Customer v2","Done","Done",4,"2025-12-01",""
"T4PO-1238","2st - Concord Cleaners","New Customer v2","Done","Done",2,"2025-07-11",""
"T4PO-1239","34st - Jeeves","New Customer v2","Done","Done",33,"2025-09-25",""
"T4PO-1240","4st - Star Cleaners","New Customer v2","Done","Done",4,"2025-09-17",""
"T4PO-1241","2st - Pride Care Cleaners","New Customer v2","Done","Done",2,"2025-07-08",""
"T4PO-1242","2st - Prestos Dry Cleaners","New Customer v2","Cancelled","Done",2,"",""
"T4PO-1243","2st - Beechwood Dry Cleaners","New Customer v2","Done","Done",2,"2025-07-28",""
"T4PO-1244","46st - Bibbentuckers Cleaners","New Customer v2","Done","Done",46,"2025-08-11",""
"T4PO-1245","3st - Tvätt 2000","New Customer v2","Stalled","To Do",3,"",""
"T4PO-1246","2st - Ray's Laundry & Cleaners","New Customer v2","Done","Done",2,"2025-08-08",""
"T4PO-1247","7st - Carlson Cleaners","New Customer v2","Done","Done",7,"2026-04-08",""
"T4PO-1248","3st - Bass Coast Drycleaners and Launderers","New Customer v2","Done","Done",3,"2025-08-21",""
"T4PO-1249","1st - DJs Bridal SMRT LITE","New Customer v2","Done","Done",1,"2025-08-25",""
"T4PO-1250","8st - Aldos Cleaners","New Customer v2","Done","Done",8,"2025-09-02",""
"T4PO-1251","1st - Best  Fit Tailoring (Add On of Dress Code Cleaners & Tailors)","New Customer v2","Done","Done",1,"2025-08-12",""
"T4PO-1252","3st - Hangers Cleaners - Add On","New Customer v2","Done","Done",3,"",""
"T4PO-1253","5st - The Clean Club","New Customer v2","Done","Done",5,"2025-08-11",""
"T4PO-1254","4st - Hill Park Cleaners (Eco Cleaners Add On)","New Customer v2","Done","Done",4,"2025-08-11",""
"T4PO-1255","12st - View Cleaners","New Customer v2","Done","Done",12,"2026-03-18",""
"T4PO-1256","2st - Classic Dry Cleaners","New Customer v2","Done","Done",2,"2025-08-11",""
"T4PO-1257","2st - BG Cleaners","New Customer v2","Cancelled","Done",2,"",""
"T4PO-1258","2st - Clean O Rama Dry Cleaner","New Customer v2","Done","Done",2,"2026-03-16",""
"T4PO-1259","5st - London Laundry Club","New Customer v2","Cancelled","Done",5,"",""
"T4PO-1260","0st - Trillium Add-on (Suede Master)","New Customer v2","Done","Done",0,"2025-10-23",""
"T4PO-1261","1st - Town Center Dry Cleaners","New Customer v2","Done","Done",1,"2025-09-03",""
"T4PO-1262","18st - Westbank Dry Cleaning","New Customer v2","Cancelled","Done",18,"2025-12-31",""
"T4PO-1263","1st - Audubon Cleaner & Tailor","New Customer v2","Done","Done",1,"2025-08-25",""
"T4PO-1264","2st - Dove Cleaners - Add On ","New Customer v2","Done","Done",2,"2025-09-03",""
"T4PO-1265","2st - Effortless Laundry","New Customer v2","Cancelled","Done",2,"",""
"T4PO-1266","6st - Boca Best Cleaners","New Customer v2","Cancelled","Done",6,"2026-12-31",""
"T4PO-1267","2st - Pristine Care Cleaners","New Customer v2","Done","Done",2,"2025-10-07",""
"T4PO-1268","1st - Ecofresh Dry Cleaners","New Customer v2","Done","Done",1,"2025-08-19",""
"T4PO-1269","1st - Model Cleaners","New Customer v2","Done","Done",1,"2025-09-03",""
"T4PO-1270","15st - Speedys Cleaners","New Customer v2","Cancelled","Done",15,"",""
"T4PO-1271","5st - Ultra Cleaners","New Customer v2","Done","Done",5,"2025-10-09",""
"T4PO-1272","7st - USAVE Cleaners","New Customer v2","Cancelled","Done",7,"",""
"T4PO-1273","8st - Quality Cleaners","New Customer v2","Done","Done",8,"2025-10-23",""
"T4PO-1274","13st - Hill Park Cleaners","New Customer v2","Done","Done",12,"2025-10-01",""
"T4PO-1275","5st - Lobo Cleaners / Quality Cleaners","New Customer v2","Done","Done",5,"2025-11-10",""
"T4PO-1276","4st - Clothing Care","New Customer v2","Done","Done",4,"2025-10-01",""
"T4PO-1277","8st - White Swan Cleaners - Add On","New Customer v2","Done","Done",8,"2025-10-27",""
"T4PO-1278","5st - Wilson Cleaners","New Customer v2","Cancelled","Done",5,"",""
"T4PO-1279","1st - Family Time Cleaners","New Customer v2","Done","Done",1,"2025-09-11",""
"T4PO-1280","3st - Gold Medal Cleaners Add On","New Customer v2","Done","Done",3,"2025-11-10",""
"T4PO-1281","14st - Scott Cleaners","New Customer v2","Done","Done",14,"2025-11-24",""
"T4PO-1282","1st - Nice Cleaners","New Customer v2","Done","Done",1,"2025-10-13",""
"T4PO-1283","5st - Cavalier Cleaners","New Customer v2","Done","Done",5,"2025-10-15",""
"T4PO-1284","2st - Dun-Rite Cleaners","New Customer v2","Done","Done",2,"2025-09-15",""
"T4PO-1285","2st - Madeline Cleaners","New Customer v2","Done","Done",2,"2025-10-31",""
"T4PO-1286","10st - Varsity Cleaners","New Customer v2","Done","Done",10,"2025-11-11",""
"T4PO-1287","5st - Superior Dry Cleaners","New Customer v2","Done","Done",5,"2025-10-30",""
"T4PO-1288","8st - Best Cleaners","New Customer v2","Done","Done",8,"2025-10-20",""
"T4PO-1289","1st - Neweys Dry Cleaners Broadbeach","New Customer v2","Cancelled","Done",1,"",""
"T4PO-1290","3st - Elite Press Dry Cleaners","New Customer v2","Done","Done",3,"2025-11-17",""
"T4PO-1291","1st - My Spot Cleaners (Add ON to AJ/European Cleaners)","New Customer v2","Done","Done",1,"2025-10-01",""
"T4PO-1292","4st - Laundry Concierge","New Customer v2","Stalled","To Do",4,"","New"
"T4PO-1293","6st - Tonys Cleaners","New Customer v2","Done","Done",6,"2025-11-12","New"
"T4PO-1294","2st - Owings Mills Cleaners(Add-on)","New Customer v2","Done","Done",2,"2025-10-08","New"
"T4PO-1295","3st - Ajax Cleaners & Laundry","New Customer v2","Done","Done",3,"2025-11-18","New"
"T4PO-1296","6st - Janson Cleaners","New Customer v2","Done","Done",6,"2025-11-19","New"
"T4PO-1297","2st - Paradise Cleaners","New Customer v2","Done","Done",2,"2025-10-27","New"
"T4PO-1298","2st - Pristine Touch Cleaners","New Customer v2","Done","Done",2,"2025-11-11","New"
"T4PO-1299","1st - Latta Cleaners (AJ Cleaners / European Cleaners Add On","New Customer v2","Done","Done",1,"2025-10-13","New"
"T4PO-1300","4st - Craft Dry Cleaners","New Customer v2","Done","Done",4,"2026-02-23","New"
"T4PO-1301","3st - Warragul Dry Cleaners","New Customer v2","Done","Done",3,"2025-10-27","New"
"T4PO-1302","4st - Brighton Cleaners","New Customer v2","Done","Done",4,"2026-02-19","New"
"T4PO-1303","2st - Stealth Cleaners","New Customer v2","Done","Done",2,"2025-12-01","New"
"T4PO-1304","5st - Fiesta Cleaners","New Customer v2","Cancelled","Done",5,"","New"
"T4PO-1305","2st - Dry Clean Super Center Keller","New Customer v2","Done","Done",2,"2025-10-29","New"
"T4PO-1306","10st - Liberty Dry Cleaners","New Customer v2","Done","Done",10,"2026-04-20","New"
"T4PO-1307","3st - Royal Rens Vika","New Customer v2","Done","Done",3,"2026-01-14","New"
"T4PO-1308","25st - Usluga","New Customer v2","Done","Done",25,"2026-07-20","New"
"T4PO-1309","2st - Sessions Cleaners","New Customer v2","Cancelled","Done",2,"2026-12-26","New"
"T4PO-1310","2st - Just in Time Shirts","New Customer v2","Done","Done",2,"2026-02-23","New"
"T4PO-1311","44st - Dependable Cleaners","New Customer v2","Cancelled","Done",44,"","New"
"T4PO-1312","58st - Highland Cleaners","New Customer v2","Done","Done",58,"2026-02-09","New"
"T4PO-1313","12st - Deluxe Dry Cleaning & Laundry","New Customer v2","Cancelled","Done",12,"","New"
"T4PO-1314","3st - Thurmanize Cleaners","New Customer v2","Done","Done",3,"2025-12-01","New"
"T4PO-1315","4st - Prestige Cleaners","New Customer v2","Cancelled","Done",4,"","New"
"T4PO-1316","5st - Deluxe Cleaners","New Customer v2","Cancelled","Done",5,"","New"
"T4PO-1317","4st - Jim Dandy Cleaners (restoration)","New Customer v2","Done","Done",4,"2025-12-26","New"
"T4PO-1318","4st - Dry Clean Super Center - Memphis","New Customer v2","Done","Done",4,"2025-12-12","New"
"T4PO-1319","2st - West Seattle Cleaners","New Customer v2","Done","Done",2,"2025-12-08","New"
"T4PO-1320","1st - Green Dry Cleaning","New Customer v2","Cancelled","Done",1,"","New"
"T4PO-1321","1st - Dry Clean Super Center - Memphis- Add-On","New Customer v2","Done","Done",1,"2026-03-24","New"
"T4PO-1322","1st - McCamey Cleaners","New Customer v2","Done","Done",1,"2026-02-09","New"
"T4PO-1323","2st - Wash Plus","New Customer v2","Done","Done",2,"2026-02-03","New"
"T4PO-1324","2st - Vaughn Cleaners","New Customer v2","Cancelled","Done",2,"","New"
"T4PO-1325","3st - Garmento Cleaners","New Customer v2","Done","Done",3,"2026-01-29","New"
"T4PO-1326","2st - Top Line Cleaners","New Customer v2","Done","Done",2,"","New"
"T4PO-1327","8st - Absolute Cleaners","New Customer v2","PM Assigned","In Progress",8,"2026-12-31","New"
"T4PO-1328","6st - European Dry Cleaners - Atlanta","New Customer v2","Go Live Set","In Progress",6,"2026-12-31","New"
"T4PO-1329","6st - Cadillac Cleaners","New Customer v2","Done","Done",6,"2026-01-02","New"
"T4PO-1330","2st - THe CLean Club Add-On Love Your Clothes","New Customer v2","Done","Done",2,"2025-12-26","New"
"T4PO-1331","1st - Sylvania Dry Cleaners","New Customer v2","Done","Done",1,"2025-12-11","New"
"T4PO-1332","1st - Hamar Renseri","New Customer v2","Done","Done",1,"2025-12-02","New"
"T4PO-1333","9st - Tiffany Dry Cleaners","New Customer v2","Done","Done",9,"2026-03-06","New"
"T4PO-1334","1st - Anthony's Cleaners","New Customer v2","Cancelled","Done",1,"","New"
"T4PO-1336","27st - Collins Cleaners","New Customer v2","Cancelled","Done",27,"2026-12-31","New"
"T4PO-1337","4st - Green Dry Cleaners","New Customer v2","Cancelled","Done",4,"","New"
"T4PO-1338","1st - Green Heaven Cleaners","New Customer v2","Done","Done",1,"2026-01-19","New"
"T4PO-1339","2st - Spencer Dry Cleaners","New Customer v2","Done","Done",2,"2026-02-05","New"
"T4PO-1340","7st - Dempsey's Fashionable Laundry","New Customer v2","Done","Done",7,"2026-02-02","New"
"T4PO-1341","3st - CleanMeNow","New Customer v2","PM Assigned","In Progress",3,"","New"
"T4PO-1342","4st - Keyrocks Cleaners","New Customer v2","Done","Done",4,"2026-03-31","New"
"T4PO-1343","1st - Sierra Cleaners","New Customer v2","Done","Done",1,"2026-06-10","New"
"T4PO-1344","3st - Tiger Dry Cleaning & Laundry Add-On / Capitol City Cleaners and Dix Road Cleaners","New Customer v2","Cancelled","Done",3,"","New"
"T4PO-1345","3st - Cindy's Cleaners","New Customer v2","Done","Done",3,"2026-02-09","New"
"T4PO-1346","2st - Pride Cleaners","New Customer v2","Done","Done",2,"2026-03-27","New"
"T4PO-1347","1st - Nuvo Dry Cleaners","New Customer v2","Done","Done",1,"2026-03-04","New"
"T4PO-1348","2st - My Greener Dry Cleaner","New Customer v2","Done","Done",2,"2026-06-01","New"
"T4PO-1349","6st - Hunters Cleaners","New Customer v2","Done","Done",6,"2026-04-15","New"
"T4PO-1350","1st - Spin City Laundry","New Customer v2","Done","Done",1,"2026-04-09","New"
"T4PO-1351","7st - Alba Dry Cleaning & Tailors","New Customer v2","Done","Done",7,"2026-02-09","New"
"T4PO-1352","1st - Trace Cleaners - Kolb's Cleaners Add-on","New Customer v2","Done","Done",1,"2026-02-20","New"
"T4PO-1353","2st - Concierge Dry Cleaners","New Customer v2","Done","Done",2,"2026-01-20","New"
"T4PO-1354","6st - Closet Monkey Cleaners","New Customer v2","Done","Done",6,"2026-02-23","New"
"T4PO-1355","6st - Dry Clean Super Center","New Customer v2","Done","Done",6,"2026-06-26","New"
"T4PO-1356","1st - Coastal Cleaners (Add-On for Dress Code)","New Customer v2","Done","Done",1,"2026-03-05","New"
"T4PO-1357","1st - Sewbox","New Customer v2","Cancelled","Done",1,"","New"
"T4PO-1358","1st - Clothing Spa","New Customer v2","Done","Done",1,"2026-02-27","New"
"T4PO-1359","4st - TBear Cleaners Ltd.","New Customer v2","Done","Done",4,"2026-05-21","New"
"T4PO-1360","5st - Peach Cleaners","New Customer v2","Stalled","To Do",5,"2026-12-31","New"
"T4PO-1361","4st - Islip Cleaners","New Customer v2","Done","Done",4,"2026-03-18","New"
"T4PO-1362","4st - Adock's Cleaners","New Customer v2","Done","Done",4,"2026-03-19","New"
"T4PO-1363","3st - Crown Cleaners","New Customer v2","Cancelled","Done",3,"","New"
"T4PO-1364","3st - Lakeside Cleaners","New Customer v2","Done","Done",3,"2026-04-09","New"
"T4PO-1365","1st - My Favorite Cleaners - (Add On for Brite Touch)","New Customer v2","Done","Done",1,"2026-05-01","New"
"T4PO-1366","2st - Bond Cleaners","New Customer v2","Done","Done",2,"2026-04-09","New"
"T4PO-1367","3st - Tatum Cleaners","New Customer v2","Done","Done",3,"2026-05-08","New"
"T4PO-1368","2st - Pristine Care Cleaners- Add On","New Customer v2","Done","Done",2,"2026-03-19","New"
"T4PO-1369","17st - Cleanteam Berlin","New Customer v2","Done","Done",17,"2026-03-30","New"
"T4PO-1370","2st - Rose Dry Clean","New Customer v2","Done","Done",2,"2026-04-27","New"
"T4PO-1371","1st - Press & Postal","New Customer v2","Done","Done",1,"2026-03-03","New"
"T4PO-1372","2st - Model Laundry & Cleaners (Add On Model Cleaners - Jacksonville)","New Customer v2","Done","Done",2,"2026-05-29","New"
"T4PO-1373","15st - Tiffany Couture Cleaners","New Customer v2","Go Live Set","In Progress",15,"2026-09-02","New"
"T4PO-1374","6st - Lavander Lab","New Customer v2","PM Assigned","In Progress",6,"","New"
"T4PO-1375","5st - Carriage Trade Cleaning Centre","New Customer v2","Stalled","To Do",5,"","New"
"T4PO-1376","7st - Greenspin Cleaners","New Customer v2","Cancelled","Done",7,"2026-05-08","New"
"T4PO-1377","4st - Scott Cleaners","New Customer v2","Done","Done",4,"2026-02-27","New"
"T4PO-1378","5st - Renew Dry Cleaners","New Customer v2","Stalled","To Do",5,"","New"
"T4PO-1379","1st - Laundry Room QLD","New Customer v2","Cancelled","Done",1,"2026-04-24","New"
"T4PO-1380","4st - Imperial Cleaners","New Customer v2","Done","Done",4,"2026-07-23","New"
"T4PO-1381","5st - Sew Fresh So Clean","New Customer v2","Cancelled","Done",5,"","New"
"T4PO-1382","12st - Maroney's Cleaners","New Customer v2","PM Assigned","In Progress",12,"2026-12-31","New"
"T4PO-1383","6st - Bell Laundry and Dry Cleaning","New Customer v2","Done","Done",6,"2026-05-29","New"
"T4PO-1384","5st - Chemische Reinigung Lausenhammer","New Customer v2","Done","Done",5,"2026-04-27","New"
"T4PO-1385","9st - Organic Dry Cleaners & Laundry","New Customer v2","Cancelled","Done",9,"","New"
"T4PO-1386","3st - Grace Cleaners","New Customer v2","Done","Done",3,"2026-05-01","New"
"T4PO-1387","1st - West Seattle Cleaners","New Customer v2","Done","Done",1,"2026-03-20","New"
"T4PO-1388","6st - Metairie Cleaners","New Customer v2","Done","Done",6,"2026-05-06","New"
"T4PO-1389","36st - J.F. Stone Investments Limited T/A The American Dry Cleaning Company","New Customer v2","Cancelled","Done",36,"2026-12-31","New"
"T4PO-1390","5st - Economy Cleaners","New Customer v2","Done","Done",5,"2026-06-08","New"
"T4PO-1391","4st - Supreme Leather and Rug - Work Required","New Customer v2","Done","Done",4,"2026-05-04","New"
"T4PO-1392","2st - Meaders Cleaners","New Customer v2","Done","Done",2,"2026-04-15","New"
"T4PO-1393","2st - Wish Wash Laundry","New Customer v2","Done","Done",2,"2026-04-06","New"
"T4PO-1394","43st - Today Cleaners","New Customer v2","Go Live Set","In Progress",43,"2026-09-14","New"
"T4PO-1395","6st - Neighborhood Cleaners","New Customer v2","Done","Done",6,"2026-05-20","New"
"T4PO-1396","5st - Dry Clean Super Center","New Customer v2","Stalled","To Do",5,"","New"
