sev,issue,page,button,section,href,result,fix
P2,Anchor with no href attribute,/blogs/sms-communication-is-smart-for-your-business,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/blogs/sms-communication-is-smart-for-your-business,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/blogs/transform-your-bottom-line-with-smrt-4-tactics-for-revenue-growth,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/blogs/transform-your-bottom-line-with-smrt-4-tactics-for-revenue-growth,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/blogs/transform-your-bottom-line-with-smrt-4-tactics-for-revenue-growth,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/blogs/why-businesses-fail,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/blogs/why-businesses-fail,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/blogs/why-businesses-fail,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/blogs/why-businesses-fail-2,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/blogs/why-businesses-fail-2,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/blogs/why-businesses-fail-2,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/book-a-demo,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/book-a-demo,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/book-a-demo,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/contact-us,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/contact-us,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/contact-us,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/smrt-marketing/campaigns,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/smrt-marketing/campaigns,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/smrt-marketing/campaigns,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/smrt-marketing/reviews,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/smrt-marketing/reviews,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/smrt-marketing/reviews,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/smrt-marketing/socials,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/smrt-marketing/socials,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/smrt-marketing/socials,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/special-services,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/special-services,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/special-services,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/conveyor-assembly,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/conveyor-assembly,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/conveyor-assembly,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/marketing,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/marketing,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/marketing,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/metalprogetti,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/metalprogetti,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/metalprogetti,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/payments,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/payments,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/payments,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/pickup-delivery,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/pickup-delivery,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/pickup-delivery,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/point-of-sale,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/point-of-sale,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/point-of-sale,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/reporting,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/reporting,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/tech/reporting,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/testimonials,Products,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/testimonials,Solutions,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,Anchor with no href attribute,/testimonials,Resources,,(none),Link goes nowhere; not keyboard focusable,"Give it an href, or make it a <button> if it is a menu trigger"
P2,External link renamed/moved,/blogs/does-sms-marketing-beat-email-marketing-for-dry-cleaning-customer-engagement,Email Marketing Benchmarks 2025,Resources,https://growth-onomics.com/email-marketing-benchmarks-2025-open-rates-ctrs,301 -> .../email-marketing-benchmarks-2026-open-rates-ctrs/,Update to the current URL
P2,External link renamed/moved,/blogs/does-sms-marketing-beat-email-marketing-for-dry-cleaning-customer-engagement,Email Marketing Benchmarks 2025,Resources,https://growth-onomics.com/email-marketing-benchmarks-2025-open-rates-ctrs,301 -> .../email-marketing-benchmarks-2026-open-rates-ctrs/,Update to the current URL
P2,External link renamed/moved,/blogs/transform-your-bottom-line-with-smrt-4-tactics-for-revenue-growth,Setting up a subscription plan,Resources,https://support.smrtsystems.com/en/articles/9011377-setting-up-a-subscription-plan,301 -> .../9011377-how-to-setup-a-subscription,Update to the current URL
P2,External link renamed/moved,/blogs/transform-your-bottom-line-with-smrt-4-tactics-for-revenue-growth,Autopay help article,Resources,https://support.smrtsystems.com/en/articles/9011486-autopay,301 -> .../9011486-how-autopay-works,Update to the current URL
P2,External link renamed/moved,/blogs/transform-your-bottom-line-with-smrt-4-tactics-for-revenue-growth,Setting up a subscription plan,Resources,https://support.smrtsystems.com/en/articles/9011377-setting-up-a-subscription-plan,301 -> .../9011377-how-to-setup-a-subscription,Update to the current URL
P2,External link renamed/moved,/blogs/transform-your-bottom-line-with-smrt-4-tactics-for-revenue-growth,Autopay help article,Resources,https://support.smrtsystems.com/en/articles/9011486-autopay,301 -> .../9011486-how-autopay-works,Update to the current URL
P2,Malformed href (literal spaces),/,— Couture Dry Cleaning,Make the SMRT Choice,./special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs,— Couture Dry Cleaning,Contact Us,./special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/ai-tools-for-marketing-a-starter-guide,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/automate-your-business,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/beat-the-summer-slump,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/boost-your-business-reputation,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/build-a-partner-program,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/business-growth-strategies-for-2023,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/buy-your-building,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/capture-a-new-generation-of-customers,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/choosing-a-software-system,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/dealing-with-inflation,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/decoding-local-seo-putting-your-business-on-the-map-in-2024,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/does-sms-marketing-beat-email-marketing-for-dry-cleaning-customer-engagement,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/dominate-local-search,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/dont-be-busy-be-productive,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/employee-communication,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/get-to-know-the-new-smrt-customer-portal,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/grow-your-dry-cleaning-business-9-proven-text-email-marketing-tactics,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/how-to-win-back-lost-customers,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/improve-how-your-treat-your-customers,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/invest-your-surplus-in-your-business,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/keep-your-dry-cleaning-business-busy-and-thriving-during-summer-updated-2025,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/make-a-standout-website,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/manage-multiple-locations,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/optimizing-dry-cleaning-business-fabricare-2023,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/pick-the-right-delivery-van,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/pick-vendors-with-good-customer-service,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/protect-your-business-from-hackers,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/running-an-efficient-business,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/seo-in-2025-a-dry-cleaners-cheat-sheet-to-mastering-googles-algorithm,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/sms-communication-is-smart-for-your-business,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/transform-your-bottom-line-with-smrt-4-tactics-for-revenue-growth,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/why-businesses-fail,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/blogs/why-businesses-fail-2,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/book-a-demo,— Couture Dry Cleaning,Let’s Make It Official.,./special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/contact-us,— Couture Dry Cleaning,Schedule a Demo,./special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/smrt-marketing/campaigns,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/smrt-marketing/reviews,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/smrt-marketing/socials,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/special-services,— Couture Dry Cleaning,Contact Us,./special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/tech/conveyor-assembly,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/tech/marketing,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/tech/metalprogetti,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/tech/payments,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/tech/pickup-delivery,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/tech/point-of-sale,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/tech/reporting,— Couture Dry Cleaning,Contact Us,../special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
P2,Malformed href (literal spaces),/testimonials,— Couture Dry Cleaning,Talk to Sales,./special-services#Couture Dry Cleaning,Invalid URL; fails in crawlers/email/analytics,"Rename target id to ""couture"", use #couture"
